STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
14166,37004281,7.6,,7.75,7.0,,,,,,
14167,37004282,,7.75,,,,6.25,8.5,,,
14168,37004283,6.0,7.5,,,,,,,,
14169,37004284,8.4,,7.5,7.25,,,,,,
14170,37004285,7.8,,5.25,,,,,,4.8,N1
14171,37004286,3.8,5.0,,,,4.25,5.5,5.75,2.6,N1
14172,37004287,,5.5,,,,8.25,9.25,,,
14173,37004288,3.4,2.25,,,,,,,2.6,N1
14174,37004289,,3.75,,,,6.5,8.5,,,
14175,37004290,2.4,4.75,,,,6.0,5.25,8.0,3.0,N1
14176,37004291,,9.0,,,,7.0,8.25,,,
14177,37004292,,8.0,,,,1.75,1.5,,,
14178,37004293,7.8,,7.25,8.0,,,,,,
14179,37004295,,7.75,,,,8.5,9.5,9.25,,
14180,37004297,,4.25,,,,4.75,5.5,,,
14181,37004298,5.4,5.0,,,,,,,3.4,N1
14182,37004299,,6.0,,,,6.25,7.25,,,
14183,37004300,,4.25,,,,6.5,6.5,9.25,,
14184,37004301,5.2,3.75,,,,5.75,3.5,,,
14185,37004302,2.6,6.0,,,,6.0,6.25,,,
14186,37004303,,5.75,,,,5.75,7.5,,,
14187,37004304,7.8,,6.75,6.25,,,,,,
14188,37004307,7.0,8.0,,,,,,,,
14189,37004308,,3.5,,,,4.75,7.0,,,
14190,37004310,7.8,,,8.75,7.5,,,,,
14191,37004311,7.8,,6.5,8.0,,,,,,
14192,37004312,,5.75,,,,8.25,7.5,,,
14193,37004314,,4.25,,,,7.75,8.5,8.75,,
14194,37004315,2.4,3.25,,,,3.5,4.75,,4.2,N1
14195,37004317,,6.25,,,,6.5,7.5,9.75,,
14196,37004318,3.8,8.0,,,,4.5,6.75,7.25,4.8,N1
14197,37004319,2.6,8.5,,,,6.5,7.25,,,
14198,37004320,,5.5,,,,7.5,7.5,8.75,,
14199,37004321,,5.5,,,,9.0,8.75,9.5,,
14200,37004323,,7.0,,,,9.5,9.5,,,
14201,37004324,7.0,,4.75,,,,,,3.0,N1
14202,37004325,6.6,7.25,,,,,,,4.0,N1
14203,37004326,,4.25,,,,6.0,6.5,8.75,,
14204,37004327,,4.5,,,,5.75,7.5,,,
14205,37004329,8.2,,7.0,5.5,,,,,,
14206,37004331,6.6,8.25,,,,8.75,8.0,7.75,,
14207,37004332,5.8,6.25,,,,4.25,7.25,7.75,8.0,N1
14208,37004333,7.4,7.0,,,,,,,,
14209,37004334,2.4,5.0,2.75,2.25,2.5,,,,,
14210,37004335,7.2,5.0,6.5,,,,,,7.0,N1
14211,37004336,4.0,,6.0,,,,,,6.6,N1
14212,37004337,,5.5,,,,6.75,7.5,7.5,,
14213,37004338,8.4,,7.25,,,,,,7.6,N1
14214,37004339,,6.5,,,,9.5,9.75,9.5,,
14215,37004340,8.0,7.75,,,,,8.5,8.25,5.6,N1
14216,37004341,,3.5,,,,4.25,7.0,,,
14217,37004342,7.4,4.5,,,,,,,,
14218,37004343,,8.5,,,,8.5,8.5,,,
14219,37004344,6.8,7.5,,,,,,,3.0,N1
14220,37004345,,6.25,,,,8.25,9.5,,,
14221,37004346,,7.25,,,,8.25,8.75,,,
14222,37004347,4.0,5.75,,,,,7.75,,3.2,N1
14223,37004348,,7.0,,,,,,,,
14224,37004349,7.2,,6.0,4.75,,,,,,
14225,37004350,,5.5,,,,3.5,4.75,7.0,,
14226,37004351,,8.5,,,,9.75,9.75,9.0,,
14227,37004352,,5.75,,,,5.25,6.25,,,
14228,37004353,2.4,2.25,,,,4.25,5.75,,1.4,N1
14229,37004355,7.4,,8.25,7.5,,,,,,
14230,37004356,5.0,6.75,,,,7.0,8.5,,,
14231,37004357,,7.5,,,,7.75,7.0,6.25,,
14232,37004358,4.6,,4.25,4.0,5.0,,,,,
14233,37004359,,3.25,,,,7.0,8.25,9.0,,
14234,37004360,6.6,,5.25,4.5,,,,,,
14235,37004361,1.2,4.25,,,,2.75,3.25,4.0,2.6,N1
14236,37004362,8.8,,9.0,7.75,4.75,,,,,
14237,37004363,,5.5,,,,6.0,7.0,7.5,,
14238,37004364,,7.25,,,,9.25,9.75,8.75,,
14239,37004365,,2.25,,,,3.5,4.0,5.0,,
14240,37004366,6.6,7.5,,,,,7.75,,,
14241,37004368,,7.5,,,,7.25,8.75,,,
14242,37004369,,8.0,,,,9.25,9.0,,,
14243,37004370,,7.0,,,,6.0,6.25,7.75,4.6,N1
14244,37004371,,2.0,,,,3.75,4.75,,,
14245,37004372,3.2,2.75,,,,3.25,7.0,,,
14246,37004373,,3.25,,,,7.25,7.5,8.5,,
14247,37004374,,1.5,,,,3.25,4.0,4.25,,
14248,37004375,,4.25,,,,5.0,6.25,,,
14249,37004376,,5.0,,,,5.0,6.5,,,
14250,37004377,7.4,,,8.0,9.0,,,,,
14251,37004378,,5.25,,,,7.25,9.25,,,
14252,37004379,,7.0,,,,6.75,9.0,,,
14253,37004380,3.8,6.75,,,,5.0,,,,
14254,37004381,,5.5,,,,5.25,6.5,,,
14255,37004382,,7.5,,,,7.5,7.25,9.0,,
14256,37004383,6.6,,4.25,3.75,,,,,,
14257,37004384,,4.5,,,,,,6.5,,
14258,37004385,8.2,,7.5,7.5,,,,,,
14259,37004386,,6.75,,,,8.5,9.25,8.0,,
14260,37004387,6.2,,2.75,6.25,7.5,,,,,
14261,37004388,,4.0,,,,3.75,5.0,,,
14262,37004390,,6.5,,,,7.5,7.0,7.25,,
14263,37004391,6.4,,2.75,,,,,,6.2,N1
14264,37004392,,6.5,,,,8.0,7.5,,,
14265,37004393,8.2,,8.25,7.25,2.0,,,,,
14266,37004396,,5.5,,,,5.5,6.5,,,
14267,37004397,9.0,,8.0,8.5,,,,,,
14268,37004398,,6.25,,,,9.25,8.0,8.25,,
14269,37004399,7.8,,7.25,,,,,,8.2,N1
14270,37004400,,7.25,,,,8.0,7.75,7.5,,
14271,37004401,,8.0,,,,8.25,8.5,,,
14272,37004402,2.4,3.25,,,,3.0,,,,
14273,37004403,,4.25,,,,6.25,6.5,9.0,,
14274,37004404,3.2,4.25,,,,4.0,3.75,,,
14275,37004406,,7.0,,,,9.5,9.5,9.0,,
14276,37004408,7.4,8.75,,,,,,,,
14277,37004410,,8.75,,,,8.25,7.75,,,
14278,37004412,,8.75,,,,8.0,,,6.8,N1
14279,37004413,7.0,5.0,,,,5.75,,,,
14280,37004414,,7.5,,,,8.75,9.25,,,
14281,37004415,,7.5,,,,8.5,8.0,,,
14282,37004417,,3.75,,,,6.5,6.5,,,
14283,37004418,2.8,1.5,,,,3.5,2.75,2.5,2.8,N1
14284,37004419,8.6,,,9.75,,,,,8.8,N1
14285,37004420,,6.75,,,,9.25,9.5,,,
14286,37004421,7.2,9.0,,,,6.0,,,8.2,N1
14287,37004422,,7.5,,,,6.75,8.25,,7.0,N1
14288,37004423,7.6,,6.0,,,,,,,
14289,37004424,6.8,,,4.75,7.25,,,,,
14290,37004425,5.4,4.25,,,,4.0,5.25,5.75,3.0,N1
14291,37004426,,4.0,,,,4.25,7.0,,,
14292,37004428,,7.25,,,,7.0,9.0,,,
14293,37004430,,5.0,,,,7.25,6.75,8.0,,
14294,37004431,,4.5,,,,,,,,
14295,37004432,7.6,,6.25,,,,,,7.2,N1
14296,37004433,3.4,5.5,,,,5.0,4.25,,,
14297,37004434,,5.0,,,,5.25,6.75,,,
14298,37004435,8.8,,8.5,6.75,,,,,,
14299,37004436,5.8,,5.0,4.5,5.25,,,,5.6,N1
14300,37004439,,5.75,,,,8.0,8.25,,,
14301,37004440,7.4,7.25,,,,,,,7.0,N1
14302,37004441,,4.0,,,,4.75,6.25,7.75,,
14303,37004443,6.8,5.25,6.75,,,,,,6.0,N1
14304,37004444,4.4,5.0,,,,3.75,4.25,7.0,3.0,N1
14305,37004446,7.2,,5.5,4.0,,,,,,
14306,37004447,,5.0,,,,4.5,5.25,9.0,,
14307,37004448,7.6,7.0,,,,,,,,
14308,37004450,,5.75,,,,5.25,6.25,7.5,,
14309,37004451,6.8,4.25,,,,4.25,5.0,8.0,,
14310,37004452,,3.5,,,,2.5,3.0,,,
14311,37004453,8.2,,8.25,9.0,,,,,,
14312,37004454,6.2,8.25,,,,,,,5.6,N1
14313,37004455,,6.5,,,,7.5,9.25,,,
14314,37004456,2.6,3.5,,,,3.25,6.5,,,
14315,37004458,4.2,5.0,,,,,,,,
14316,37004459,7.2,6.5,,,,2.75,2.25,7.25,4.8,N1
14317,37004460,5.0,5.75,,,,,,,,
14318,38004239,6.2,5.5,,,,,,,4.4,N1
14319,38004240,4.0,7.5,,,,,,,4.6,N1
14320,38004241,7.6,7.0,5.5,,,,,,,
14321,38004242,,7.5,,,,8.25,8.5,,,
14322,38004243,7.0,7.25,,,,7.25,8.5,,,
14323,38004244,5.0,,4.0,4.0,,,,,,
14324,38004246,,4.25,,,,2.75,4.0,,,
14325,38004247,,7.25,4.75,4.0,4.5,,,,3.4,N1
14326,38004248,,5.25,,,,6.75,6.0,7.0,,
14327,38004249,8.2,,8.0,7.5,,,,,,
14328,38004250,,6.75,,,,8.75,8.5,,,
14329,38004251,7.0,,6.0,4.75,,,,,,
14330,38004252,7.4,,7.25,6.25,,,,,,
14331,38004254,6.2,,4.5,2.25,3.5,,,,,
14332,38004255,,6.75,,,,8.75,9.25,,,
14333,38004256,,7.0,,,,7.0,7.75,,,
14334,38004257,7.2,3.25,7.5,7.0,,,,,,
14335,38004259,5.6,,3.25,,,,,,4.6,N1
14336,38004260,7.8,,6.75,7.0,,,,,,
14337,38004261,,5.75,,,,5.0,3.75,,,
14338,38004262,7.8,,8.25,6.5,,,,,,
14339,38004263,,5.25,,,,3.75,6.0,,,
14340,38004264,,5.25,,,,7.75,8.0,,,
14341,38004265,3.0,4.5,,,,4.0,,,2.8,N1
14342,38004266,,5.25,,,,8.25,,,6.8,N1
14343,38004267,1.8,5.75,,,,4.25,5.75,,,
14344,38004268,,7.5,,,,,,,,
14345,38004269,,6.25,,,,8.25,8.0,,,
14346,38004270,6.2,,5.0,,,,,,3.4,N1
14347,38004271,,4.25,,,,3.0,3.75,,,
14348,38004272,,4.75,,,,4.75,6.75,,,
14349,38004273,,4.75,,,,4.5,5.5,,,
14350,38004274,,5.0,,,,7.75,7.5,,,
14351,38004275,6.0,,,2.75,4.5,,,,,
14352,38004276,,5.5,,,,4.0,5.25,,,
14353,38004277,,6.75,,,,5.5,7.75,7.0,,
14354,38004278,,6.0,,,,6.5,9.25,,5.0,N1
14355,38004279,,7.0,,,,9.75,8.75,,,
14356,38004280,6.4,6.5,,,,,,,3.8,N1
14357,38004281,,5.0,,,,,,,,
14358,38004282,,6.25,,,,7.75,9.0,,,
14359,38004283,7.4,5.75,,,,9.25,8.5,,,
14360,38004284,8.4,,8.75,8.25,,,,,,
14361,38004285,6.0,,4.0,6.25,,,,,,
14362,38004286,8.6,,8.75,6.75,,,,,,
14363,38004287,,7.5,,,,9.0,9.0,,,
14364,38004289,6.4,5.75,,,,,,,3.0,N1
14365,38004290,8.2,,8.0,6.75,,,,,,
14366,38004291,,5.25,,,,6.5,8.25,,,
14367,38004292,,5.25,,,,6.25,7.25,,,
14368,38004293,,8.0,,,,9.75,8.25,8.25,,
14369,38004294,7.2,,5.5,4.75,,,,,,
14370,38004295,,6.5,,,,4.5,7.25,,,
14371,38004296,,3.75,,,,4.75,6.5,,,
14372,38004297,,4.25,,,,4.75,6.25,,,
14373,38004299,7.6,8.5,,,,5.5,9.75,,,
14374,38004300,9.2,,8.5,9.0,,,,,,
14375,38004301,2.4,3.5,,,,4.0,3.75,,,
14376,38004302,3.6,7.5,,,,5.75,8.25,6.75,4.8,N1
14377,38004303,8.8,,8.75,8.75,5.0,,,,,
14378,38004304,2.4,4.0,,,,3.0,4.25,5.25,2.8,N1
14379,38004305,,3.25,,,,5.25,6.25,,,
14380,38004306,4.4,,,4.0,3.75,,,,,
14381,38004307,4.0,5.75,,,,6.75,8.25,8.0,2.2,N1
14382,38004308,8.0,,1.75,7.0,8.0,,,,,
14383,38004309,,5.5,,,,6.0,7.25,,,
14384,38004310,4.6,,,,,,,,3.0,N1
14385,38004311,,2.5,,,,2.75,4.25,,,
14386,38004312,8.0,9.0,,,,9.25,9.0,,,
14387,38004313,,6.5,,,,5.0,7.5,,,
14388,38004314,6.4,3.5,,,,,,,,
14389,38004315,,5.75,,,,,,,,
14390,38004316,5.6,5.75,,,,7.25,9.25,,,
14391,38004317,8.2,,8.5,8.5,,,,,,
14392,38004318,7.2,,7.75,7.75,,,,,,
14393,38004319,,6.0,,,,7.0,7.0,,,
14394,38004320,,4.5,,,,4.5,4.0,,,
14395,38004321,7.2,5.75,,,,7.0,,,,
14396,38004322,,4.5,,,,5.25,5.75,,,
14397,38004323,7.4,,6.25,4.75,,,,,,
14398,38004324,,8.75,,,,8.0,7.75,,,
14399,38004325,6.8,,6.5,,5.0,,,,,
14400,38004326,3.6,2.25,,,,4.25,3.0,3.0,2.2,N1
14401,38004327,7.2,6.75,,,,8.25,,,,
14402,38004328,,8.25,,,,5.75,7.0,8.5,,
14403,38004329,3.2,4.75,,,,5.0,6.75,,,
14404,38004330,,4.5,,,,6.75,7.25,,,
14405,38004331,,4.0,,,,5.25,6.0,,,
14406,38004332,,5.5,,,,4.75,6.5,,,
14407,38004333,,2.5,,,,3.0,4.5,,,
14408,38004334,,5.25,,,,8.25,8.0,,,
14409,38004335,5.6,5.75,,,,6.5,,,,
14410,38004336,2.2,4.0,,,,3.5,3.5,,,
14411,38004337,,5.25,,,,,,,,
14412,38004338,3.0,8.25,,,,,,,2.4,N1
14413,38004339,3.2,2.5,,,,2.75,3.25,,,
14414,38004340,,6.5,,,,5.0,4.25,,,
14415,38004341,,7.0,,,,7.25,6.75,8.0,,
14416,38004342,4.2,4.0,,,,6.0,5.5,,,
14417,38004343,5.8,5.5,,,,,,,2.2,N1
14418,38004344,,6.0,,,,6.25,7.5,,,
14419,38004346,,3.25,,,,4.25,5.0,,,
14420,38004347,7.4,,,,,,,,,
14421,38004348,,5.75,,,,5.5,6.5,,,
14422,38004349,6.6,7.0,,,,,,,3.8,N1
14423,38004352,,6.75,,,,4.5,6.5,,,
14424,38004353,8.2,9.0,,,,,,,8.2,N1
14425,38004354,,6.25,,,,,,,,
14426,38004355,9.0,,7.5,8.5,,,,,,
14427,38004356,2.4,3.0,,,,3.25,3.5,,,
14428,38004358,,6.25,,,,4.75,7.25,,,
14429,38004359,7.6,9.25,,,,,,,8.2,N1
14430,38004360,,5.5,,,,7.0,7.75,,,
14431,38004361,,7.5,,,,4.0,7.0,,,
14432,38004362,6.4,5.75,,,,,,,7.4,N1
14433,38004363,,5.25,,,,4.75,6.75,,,
14434,38004364,,7.0,,,,6.25,6.5,,,
14435,38004365,,5.5,,,,5.25,7.0,,,
14436,38004366,,7.0,,,,7.75,7.5,,,
14437,38004367,,7.25,,,,9.75,8.5,,,
14438,38004368,,4.75,,,,3.75,7.0,,,
14439,38004369,,4.75,,,,3.75,6.25,,,
14440,38004370,,4.25,,,,6.0,5.75,,,
14441,38004371,,7.5,,,,9.0,8.25,,,
14442,38004372,,5.75,,,,6.75,7.75,,,
14443,38004373,8.0,,,7.5,8.25,,,,,
14444,38004374,2.6,5.25,,,,,,6.0,,
14445,38004375,,6.0,,,,6.5,8.0,9.0,,
14446,38004376,,5.75,,,,,,,,
14447,38004377,,7.75,,,,9.25,9.75,,,
14448,38004378,4.6,5.75,,,,,,,,
14449,38004379,7.8,,5.5,4.25,6.75,,,,,
14450,38004380,7.4,,6.5,4.75,6.5,,,,,
14451,38004381,,4.25,,,,7.5,7.0,,,
14452,38004382,3.4,4.5,,,,,,,,
14453,38004383,,4.0,,,,7.0,7.25,,,
14454,38004384,,5.5,,,,7.5,6.5,,,
14455,38004385,7.4,,6.5,3.75,,,,,,
14456,38004386,7.0,,5.0,5.25,,,,,,
14457,38004387,,5.75,,,,4.0,6.0,5.0,,
14458,38004388,4.2,5.25,,,,5.0,8.25,,,
14459,38004389,,5.0,,,,6.25,7.5,,,
14460,38004390,,3.75,,,,4.5,6.5,,,
14461,38004391,,7.5,,,,8.25,9.25,,,
14462,38004392,,4.0,,,,5.5,5.75,,,
14463,38004393,7.2,,7.25,6.25,,,,,,
14464,38004395,7.8,,5.75,6.75,6.75,,,,,
14465,38004396,5.8,,4.5,4.5,,,,,,
14466,38004397,,5.5,,,,8.0,7.75,,,
14467,38004399,4.6,5.0,,,,4.0,5.0,7.0,2.6,N1
14468,38004400,7.0,7.5,,,,,,,6.2,N1
14469,38004401,,6.0,,,,5.5,7.75,,,
14470,38004402,8.0,8.0,,,,8.0,9.5,,,
14471,38004403,7.8,6.75,,,,,,,6.2,N1
14472,38004404,5.0,,,,,,,,1.6,N1
14473,38004405,,5.25,,,,5.75,8.0,,,
14474,38004406,,7.5,,,,3.5,4.75,,,
14475,38004408,2.8,2.25,,,,3.25,4.0,4.75,4.4,N1
14476,38004409,,7.0,,,,4.5,7.0,,,
14477,38004410,7.2,8.25,,,,5.25,,,7.2,N1
14478,38004411,6.6,,5.0,6.5,,,,,,
14479,38004412,,5.75,,,,5.25,8.75,,,
14480,38004413,8.6,,8.25,5.75,,,,,6.4,N1
14481,38004414,3.4,3.5,,,,3.0,5.0,8.25,2.6,N1
14482,38004415,2.2,3.0,,,,,,,2.4,N1
14483,38004416,,7.25,,,,7.75,9.0,,,
14484,38004417,8.6,,8.75,9.0,,,,,,
14485,38004418,7.0,,4.5,3.0,,,,,,
14486,38004419,,5.75,,,,6.0,7.75,,,
14487,38004420,5.2,,5.25,3.25,,,,,,
14488,38004421,7.4,,8.25,8.0,,,,,,
14489,38004422,,5.75,,,,5.75,7.0,,,
14490,38004423,7.0,5.25,4.75,,,,,,3.4,N1
14491,38004424,4.4,3.75,,,,3.25,4.25,5.25,2.2,N1
14492,38004426,,,,,,5.25,5.25,5.25,,
14493,38004427,,6.5,,,,5.5,7.5,,,
14494,38004428,6.8,,2.25,4.75,,,,,,
14495,38004429,,3.0,,,,3.5,6.0,,,
14496,38004430,3.4,,,,,4.75,,,,
14497,38004431,6.6,,7.25,5.25,,,,,,
14498,38004432,2.2,4.5,,,,3.5,5.75,7.25,,
14499,38004433,,3.0,,,,6.25,7.0,7.75,,
14500,38004434,,7.25,,,,7.75,7.5,,,
14501,38004435,8.2,,6.25,7.0,,,,,,
14502,38004436,4.4,4.5,,,,,,,,
14503,38004437,2.8,2.0,,,,2.5,5.0,,,
14504,38004438,2.2,2.25,,,,3.0,2.0,,,
14505,38004439,,5.75,,,,4.25,7.25,,,
14506,38004440,,6.75,,,,7.75,7.75,,,
14507,38004441,,5.0,,,,4.75,6.5,,,
14508,38004442,3.2,3.0,,,,,1.5,,,
14509,38004443,,7.25,,,,8.5,8.25,,,
14510,38004444,,7.75,,,,8.0,8.5,,,
14511,38004445,1.8,5.75,,,,2.25,4.5,6.0,3.0,N1
14512,38004447,,5.0,,,,,,,,
14513,38004448,8.4,7.5,,,,,,,6.4,N1
14514,38004449,8.2,,7.25,6.75,,,,,,
14515,38004450,3.4,3.0,,,,3.25,3.5,3.5,2.8,N1
14516,38004451,3.0,4.0,,,,,,,,
14517,38004452,,6.0,,,,7.75,7.5,,,
14518,38004453,,6.5,,,,4.75,6.75,6.5,,
14519,38004454,8.0,,7.25,6.75,,,,,6.4,N1
14520,38004455,,6.25,,,,5.75,6.5,,,
14521,38004456,,5.75,,,,4.5,3.25,,,
14522,38004457,8.0,,7.25,7.25,,,,,,
14523,38004458,,8.25,,,,4.75,8.75,,,
14524,38004459,8.2,7.75,,8.0,7.0,,,,,
14525,38004460,,8.0,,,,5.25,8.0,,,
14526,38004461,7.8,8.5,,,,,,,4.6,N1
14527,38004462,,2.75,,,,3.0,2.75,,,
14528,38004463,,4.75,,,,3.5,5.0,,,
14529,38004464,7.6,,7.0,,,,,,5.2,N1
14530,38004465,3.6,,3.5,2.75,,,,,,
14531,38004466,,7.75,,,,9.5,8.25,,,
14532,38004467,,4.0,,,,5.25,7.0,,,
14533,38004468,6.4,8.0,,,,7.25,8.5,,3.8,N1
14534,38004469,,5.0,,,,6.5,7.75,,,
14535,38004471,,7.0,,,,8.5,8.25,,,
14536,38004472,,6.75,,,,8.25,8.5,,,
14537,38004473,2.4,3.0,,,,4.75,4.5,,,
14538,38004475,,5.75,,,,5.75,7.5,,,
14539,38004476,8.0,,7.0,7.0,3.75,,,,,
14540,38004477,,5.75,,,,4.5,6.75,,,
14541,38004478,5.2,6.75,,,,7.5,8.25,,,
14542,38004479,,6.75,,,,,,,,
14543,38004480,,6.25,,,,7.5,7.75,,,
14544,38004481,4.6,5.5,,,,,,7.25,,
14545,38004482,4.2,5.0,,,,,6.75,,,
14546,38004483,,5.5,,,,4.5,7.25,,,
14547,38004484,7.2,7.0,,,,,,,,
14548,38004485,6.6,,4.25,,,,,,4.8,N1
14549,38004486,,6.0,,,,7.5,9.0,,,
14550,38004487,7.4,,7.5,7.0,,,,,,
14551,38004488,2.6,4.5,,,,3.5,4.75,,,
14552,38004489,,5.75,,,,7.75,7.5,,,
14553,38004490,6.4,5.5,,,,6.0,,,,
14554,38004492,6.6,,4.5,5.25,3.5,,,,,
14555,38004493,8.0,,8.5,8.25,,,,,,
14556,38004494,6.2,,,5.25,7.25,,,,,
14557,38004495,2.8,2.5,,,,7.25,4.5,,,
14558,38004496,7.2,7.5,,,,,,9.5,,
14559,38004497,,4.5,,,,3.75,6.75,,,
14560,38004498,,8.0,,,,8.5,7.5,,,
14561,38004499,,5.75,,,,9.5,9.5,,,
14562,38004500,6.0,,6.0,4.0,,,,,,
14563,38004501,7.4,8.0,,,,,,,6.4,N1
14564,38004502,,7.25,,,,5.25,7.5,,,
14565,38004503,2.2,6.25,,,,4.5,5.75,,,
14566,38004504,,3.0,,,,3.75,7.0,,,
14567,38004505,,5.25,,,,7.5,8.0,,,
14568,38004506,,3.25,,,,3.75,4.5,,,
14569,38004507,,1.75,,,,3.75,4.25,,,
14570,38004508,,5.5,,,,3.5,6.75,6.75,,
14571,38004509,,4.5,,,,4.5,6.75,,,
14572,38004510,5.6,5.75,,,,,,,2.2,N1
14573,38004511,,5.5,,,,4.5,6.0,,,
14574,38004512,,6.25,,,,8.5,8.75,,,
14575,38004513,4.6,7.25,,,,,,,5.8,N1
14576,38004514,,8.0,,,,,,,,
14577,38004515,,5.25,,,,2.5,5.75,,,
14578,38004516,4.2,4.5,,,,2.5,6.25,5.75,3.2,N1
14579,38004517,,4.0,,,,4.25,6.0,,,
14580,38004518,,7.25,,,,8.75,8.75,,,
14581,38004519,5.0,6.0,,,,3.75,6.75,6.0,2.8,N1
14582,38004520,8.4,,9.0,7.5,,,,,,
14583,38004521,7.8,,,8.5,8.0,,,,,
14584,38004522,,5.75,,,,6.0,7.0,,,
14585,38004523,,8.5,,,,9.25,8.75,,7.4,N1
14586,38004524,,6.75,,,,,,,,
14587,38004525,,5.0,,,,5.75,6.0,,,
14588,38004526,,6.25,,,,7.25,8.25,,,
14589,38004527,3.6,7.25,,,,,,,3.2,N1
14590,38004528,,5.0,,,,5.5,6.0,,,
14591,38004529,,5.75,,,,4.5,8.0,,,
14592,38004530,,5.5,,,,5.75,7.25,,,
14593,38004531,,4.0,,,,3.75,4.0,,,
14594,38004532,,5.25,,,,6.0,6.25,,,
14595,38004533,8.2,,8.5,8.5,,,,,,
14596,38004534,6.0,7.5,3.75,,,,,,,
14597,38004535,,5.25,,,,5.75,7.5,,,
14598,38004536,7.8,,8.75,7.5,,,,,,
14599,38004537,8.8,,7.75,8.5,,,,,,
14600,38004539,8.4,,6.75,6.5,,,,,,
14601,38004540,,5.75,,,,5.5,6.25,,,
14602,38004541,6.8,7.0,,,,5.75,7.75,,,
14603,38004542,,6.5,,,,5.5,7.0,,,
14604,38004543,,5.25,,,,4.5,3.75,,,
14605,38004544,4.8,2.0,,,,4.5,1.5,4.5,3.2,N1
14606,38004545,,6.5,,,,7.25,7.25,,,
14607,38004546,6.8,,6.5,6.75,,,,,,
14608,38004548,,5.75,,,,,,,,
14609,38004549,7.8,8.75,,,,5.5,,,7.4,N1
14610,38004550,,7.5,,,,8.0,9.0,,,
14611,38004551,,5.5,,,,7.25,8.5,,,
14612,38004552,,8.0,,,,8.75,8.25,6.25,,
14613,38004553,,7.5,,,,,,,,
14614,38004554,5.6,3.75,,,,,3.75,,,
14615,38004555,,6.75,,,,6.75,7.5,,,
14616,38004556,3.6,4.5,,,,,,,2.2,N1
14617,38004557,5.6,6.0,,,,,,,,
14618,38004558,,6.5,,,,9.75,9.25,,,
14619,38004559,,7.5,,,,6.75,8.0,,,
14620,38004560,1.6,3.75,,,,5.0,3.75,,,
14621,38004562,5.8,7.0,4.75,,,,,,,
14622,38004563,1.6,6.25,,,,5.25,7.0,7.75,,
14623,38004564,8.2,,8.0,7.0,,,,,,
14624,38004565,6.4,6.5,,,,,,,2.8,N1
14625,38004566,2.8,1.5,,,,1.5,2.25,,,
14626,38004567,,7.25,,,,10.0,9.25,,,
14627,38004568,5.2,,5.5,3.75,,,,,,
14628,38004569,8.2,,8.5,6.5,,,,,,
14629,38004570,,9.0,,,,9.25,9.25,,,
14630,38004571,2.6,4.75,,,,2.5,3.25,4.25,2.4,N1
14631,38004572,,8.5,,,,8.5,9.75,,,
14632,38004573,,4.0,,,,4.0,6.5,,,
14633,38004574,5.0,5.75,,,,5.75,6.0,8.5,3.4,N1
14634,38004575,,6.25,,,,8.0,7.5,9.25,,
14635,38004576,,4.25,,,,3.0,5.75,,,
14636,38004577,7.6,6.0,,,,9.5,,,,
14637,38004578,,5.0,,,,6.5,5.75,,,
14638,38004579,,5.5,,,,9.25,8.25,,,
14639,38004580,4.8,5.5,,,,3.75,,,,
14640,38004581,,7.25,,,,7.5,8.75,,,
14641,38004582,,4.5,,,,7.5,7.25,,,
14642,38004583,7.0,,6.0,,,,,,8.8,N1
14643,38004584,3.0,3.0,,,,4.0,4.25,,,
14644,38004585,7.0,7.5,,,,,,,,
14645,38004586,,5.5,,,,,,,,
14646,38004587,7.8,,6.25,8.25,,,,,,
14647,38004588,1.8,,,,,,,,,
14648,38004589,6.0,5.5,,,,7.5,7.0,8.75,,
14649,38004590,,5.5,,,,5.5,7.0,,,
14650,38004591,8.2,,8.25,8.25,,,,,,
14651,38004592,,7.25,,,,8.75,9.0,,,
14652,38004593,2.8,3.75,,,,2.5,2.5,6.0,4.4,N1
14653,38004595,3.8,,3.0,,,,,,2.4,N1
14654,38004596,,4.5,,,,2.75,4.5,,,
14655,38004597,,4.75,,,,5.75,7.0,,,
14656,38004598,7.0,8.25,,,,6.25,,,,
14657,38004599,6.2,9.25,,,,8.5,9.0,,6.0,N1
14658,38004600,,3.75,,,,3.5,,7.25,,
14659,38004601,,7.5,,,,7.5,8.75,,,
14660,38004602,2.2,3.25,,,,3.25,3.5,,,
14661,38004603,5.6,,3.0,,4.5,,,,,
14662,38004604,,4.5,,,,5.25,5.75,,,
14663,38004605,4.4,,,4.0,4.25,,,,,
14664,38004606,,6.0,,,,6.0,7.5,,,
14665,38004607,,6.0,,,,8.75,9.25,,,
14666,38004608,2.4,3.5,,,,2.5,4.25,6.5,2.4,N1
14667,38004609,4.2,,,,,,,,,
14668,38004610,,6.25,,,,8.5,9.0,,,
14669,38004611,,6.75,,,,8.25,7.25,,,
14670,38004612,6.4,6.5,4.0,,,,,,,
14671,38004613,2.8,4.5,2.75,,2.75,,,,2.0,N1
14672,38004614,8.2,5.25,,,,6.5,7.25,,,
14673,38004615,,4.25,,,,,,,,
14674,38004616,,5.5,,,,3.25,5.25,,,
14675,38004617,,6.25,,,,3.75,5.5,,,
